Id,CardName,Description,GuardianStar1,GuardianStar2,Level,CardType,Attribute,Attack,Defense,Password,StarchipCost,IsAngelWinged,IsBugrothian,IsMercuryMagicUser,IsDragon,IsElf,IsFeatherian,IsFemale,IsJar,IsKoumorian,IsMystElfian,IsPyro,IsTurtle,IsUsableBeast,NumSort,AbcSort,MaxSort,AtkSort,DefSort,TypSort,AISort
116,Nightmare Scorpion,"A very toxic
creature that
induces nightmares
and attacks its
victims with four
poison- tipped
stingers.",Uranus,Neptune,3,Insect,Earth,900,800,88643173,40,0,0,0,0,0,0,0,0,0,0,0,0,0,116,464,468,415,453,397,48
117,Spirit of the Books,"A spirit of the
books with infinite
knowledge and
an endless variety
of attack strategies.",Saturn,Moon,4,Winged Beast,Wind,1400,1200,14037717,120,0,0,0,0,0,0,0,0,0,0,0,0,0,117,577,278,225,283,266,38
118,Supporter in the Shadows,"A cute elf that
assists against
enemies while
remaining hidden
from sight.",Jupiter,Venus,3,Warrior,Earth,1000,1000,41422426,55,0,0,0,0,0,0,0,0,0,0,0,0,0,118,596,423,377,363,179,46
119,Trial of Nightmares,"Passes judgment on
enemies that are
locked in coffins.",Moon,Pluto,4,Fiend,Dark,1300,900,77827521,70,0,0,0,0,0,0,0,0,1,0,0,0,0,119,644,328,269,383,331,40
120,Dream Clown,"The mysterious dance
of this creature
draws its enemies
into eternal slumber.",Venus,Saturn,3,Warrior,Earth,1200,900,13215230,60,0,0,0,0,0,0,0,0,0,0,0,0,0,120,167,370,313,387,134,42
121,Sleeping Lion,"Frequently
found sleeping,
this monster is
very dangerous
when awakened.",Jupiter,Sun,4,Beast,Earth,700,1700,40200834,120,0,0,0,0,0,0,0,0,0,0,0,0,1,121,566,181,491,131,239,30
122,Yamatano Dragon Scroll,"This dragon is
conjured from
a picture scroll
to attack enemies.
It has a pretty
low defense factor.",Saturn,Venus,2,Dragon,Wind,900,300,76704943,25,0,0,0,1,0,0,0,0,0,0,0,0,0,122,711,496,434,590,32,48
123,Dark Plant,"A vicious flower
raised from polluted
soil and fertilized
by dark forces.",Moon,Jupiter,1,Plant,Dark,300,400,13193642,15,0,0,0,0,0,0,0,0,0,0,0,0,0,123,136,594,596,584,605,58
124,Ancient Tool,"An engine
of destruction
discovered in the
ruins of an ancient
civilization.",Moon,Saturn,5,Machine,Dark,1700,1400,49587396,230,0,0,0,0,0,0,0,0,0,0,0,0,0,124,20,171,135,193,449,30
125,Faith Bird,"A bird with a very
long tail that
attacks with a light
that emanates from
its entire being.",Sun,Jupiter,4,Winged Beast,Wind,1500,1100,75582395,120,0,0,0,0,0,1,0,0,0,0,0,0,0,125,191,242,200,309,252,36
126,Orion the Battle King,"A mysterious
creature known as
the king of warriors,
but nobody has lived
long enough to tell
how it earned
its reputation.",Sun,Saturn,5,Fairy,Light,1800,1500,2971090,290,0,0,0,0,0,0,0,0,0,0,0,0,0,126,475,144,111,163,356,28
127,Ansatsu,"A silent and swift
warrior specializing
in sneak attack.",Mercury,Neptune,5,Warrior,Earth,1700,1200,48365709,180,0,0,1,0,0,0,0,0,0,0,0,0,0,127,23,176,138,262,120,30
128,LaMoon,"A sorcerer who lives
on the moon and
attacks opponents
with the power
of lunar light.",Sun,Uranus,5,Spellcaster,Light,1200,1700,75850803,180,1,0,0,0,0,1,1,0,0,0,0,0,0,128,350,177,283,129,57,30
129,Nemuriko,"A child-like
creature that
controls a sleep
spirit to beckon
enemies into eternal
slumber.",Mercury,Moon,3,Spellcaster,Dark,800,700,90963488,30,0,0,1,0,0,0,1,0,0,0,0,0,0,129,462,505,468,493,72,50
130,Weather Control,"This monster is
capable of
manipulating the
weather. This power
is the reason behind
the changing climate
of mountains.",Sun,Pluto,2,Fairy,Light,600,400,37243151,20,0,0,0,0,0,0,0,0,0,1,0,0,0,130,680,571,550,574,363,54
131,Octoberser,"A strange creature
with the head
of a fish and
the tentacles of
an octopus that
attacks its enemies
with spears.",Neptune,Moon,5,Aqua,Water,1600,1400,74637266,200,0,1,0,0,0,0,0,0,0,0,0,0,0,131,468,196,160,199,539,33
132,The 13th Grave,"A zombie that
suddenly appeared
from plot
#13 - supposedly
an empty grave.",Moon,Pluto,3,Zombie,Dark,1200,900,32864,60,0,0,0,0,0,0,0,0,0,0,0,0,0,132,614,377,319,393,113,42
133,Charubin the Fire Knight,"A warrior protected
by a shell
that can even
deflect the heat
of burning flames.",Mars,Uranus,3,Pyro,Fire,1100,800,37421579,50,0,0,0,0,0,0,0,0,0,0,1,0,0,133,95,408,351,443,568,44
134,Mystical Capture Chain,"A mystical chain
that is believed
capable of binding
its enemies and
preventing their
attacks.",Sun,Neptune,2,Fairy,Light,700,700,63515678,30,0,0,0,0,0,0,0,0,0,1,0,0,0,134,450,533,504,498,354,52
135,Fiend's Hand,"Long arms reach out
from the Swamp
of Chaos to drag
in enemy creatures.",Moon,Pluto,2,Zombie,Dark,600,600,52800428,25,0,0,0,0,0,0,0,0,0,0,0,0,0,135,198,561,543,535,98,54
136,Witty Phantom,"Dressed in a
night-black tuxedo,
this creature
presides over
the doomed.",Mercury,Mars,4,Fiend,Dark,1400,1300,36304921,140,0,0,1,0,0,0,0,0,0,0,0,0,0,136,700,269,221,239,336,38
137,Mystery Hand,"Twisting the fabric
of reality, arms
stretch out from
another dimension
to attack opponents.",Moon,Uranus,2,Fiend,Dark,500,500,62793020,20,0,0,0,0,0,0,0,0,1,0,0,0,0,137,446,578,569,563,314,56
138,Dragon Statue,"A granite warrior
with a dragon's soul
wields a powerful
sword against
all enemies.",Uranus,Mars,3,Warrior,Earth,1100,900,9197735,55,0,0,0,1,0,0,0,0,0,0,0,0,0,138,163,402,346,398,132,44
139,Blue-eyed Silver Zombie,"A creature rumored
to turn enemies
into zombies
with a strange ray
that emanates
from its eyes.",Sun,Pluto,3,Zombie,Dark,900,700,35282433,35,0,0,0,0,0,0,0,0,0,0,0,0,0,139,72,475,421,485,90,48
140,Toad Master,"Thousands of years
old, this frog
wizard attacks
enemies with an
army of tadpoles.",Neptune,Venus,3,Aqua,Water,1000,1000,62671448,55,0,1,0,0,0,0,0,0,0,0,0,0,0,140,634,424,378,364,550,46
141,Spiked Snail,"Evolving from the
powers of darkness,
this snail has arms
and legs that allow
swift attacks
against its enemies.",Moon,Jupiter,3,Insect,Dark,700,1300,98075147,55,0,0,0,0,0,0,0,0,1,0,0,0,0,141,576,335,497,256,400,40
142,Flame Manipulator,"Attacks enemies with
fire-related spells,
such as the
""Sea of Flames""
and the
""Wall of Fire"".",Mars,Pluto,3,Spellcaster,Fire,900,1000,34460851,50,0,0,0,0,0,0,0,0,0,0,1,0,0,142,209,427,411,367,48,46
143,Necrolancer the Timelord,"The first in a line
of golems that
appears almost
anywhere from within
a dimensional ring.",Venus,Uranus,3,Spellcaster,Dark,800,900,61454890,40,0,0,0,0,0,0,0,0,0,0,0,0,0,143,457,467,465,413,71,48
144,Djinn the Watcher of the Wind,"Controls the air
currents to create
violent winds and
tornadoes to blow
away its enemies.",Saturn,Mercury,3,Spellcaster,Wind,700,900,97843505,35,0,0,0,0,0,0,0,0,0,0,0,0,0,144,154,476,499,415,43,48
145,The Bewitching Phantom Thief,"A flashy,
black-caped thief
who wields
a magic cane.",Venus,Pluto,2,Spellcaster,Dark,700,700,24348204,30,0,0,0,0,0,0,0,0,0,0,0,0,0,145,615,534,505,499,84,52
146,Temple of Skulls,"A weird temple
of skulls and bones
that sucks the
living essence
of all those who
dare approach it.",Mercury,Pluto,4,Zombie,Dark,900,1300,732302,70,0,0,1,0,0,0,0,0,0,0,0,0,0,146,609,327,405,251,112,40
147,Monster Egg,"A warrior hidden
within an egg that
attacks enemies by
flinging eggshells.",Uranus,Jupiter,3,Warrior,Earth,600,900,36121917,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,147,427,489,532,421,161,48
148,The Shadow Who Controls the Dark,"A living shadow
that dwells in the
realm of darkness.
It paralyzes
its enemies
to prevent attacks.",Mercury,Jupiter,3,Fiend,Dark,800,700,63125616,30,0,0,1,0,0,0,0,0,0,0,0,0,0,148,623,508,470,495,330,50
149,Lord of the Lamp,"A giant that appears
from a mystic lamp
and follows
the orders
of the lamp's owner.",Mercury,Saturn,4,Fiend,Dark,1400,1200,99510761,120,0,0,1,0,0,0,0,0,0,0,0,0,0,149,369,276,224,282,303,38
150,Akihiron,"A mysterious
creature that dwells
below the sea.",Neptune,Jupiter,5,Aqua,Water,1700,1400,36904469,230,0,1,0,0,0,0,0,0,0,0,0,0,0,150,9,170,134,192,507,30
151,Rhaimundos of the Red Sword,"A warrior armed
with the Sword
of Crimson Flames.
Uses fire to bind
the movement
of its enemies.",Neptune,Mars,4,Warrior,Earth,1200,1300,62403074,100,0,1,0,0,0,0,0,0,0,0,0,0,0,151,522,307,294,242,173,40
152,The Melting Red Shadow,"A creature that
melts into the earth,
melds with an
opponent's shadow,
and attacks
from below.",Moon,Neptune,2,Aqua,Water,500,700,98898173,25,0,1,0,0,0,0,0,0,0,0,0,0,0,152,622,556,566,508,549,52
153,Dokuroizo the Grim Reaper,"A living spirit that
preys on the living
essence of enemies.",Moon,Pluto,3,Zombie,Dark,900,1200,25882881,60,0,0,0,0,0,0,0,0,0,0,0,0,0,153,155,368,406,299,95,42
154,Fire Reaper,"A creature that
deals out punishment
with its
flaming arrows.",Mars,Sun,2,Zombie,Dark,700,500,53581214,25,0,0,0,0,0,0,0,0,0,0,1,0,0,154,203,551,517,551,99,52
155,Larvas,"A fast-moving,
bird-like creature
that strangles an
opposing monster
with its long,
thin arms.",Jupiter,Mercury,3,Beast,Earth,800,1000,94675535,45,0,0,0,0,0,0,0,0,0,0,0,0,0,155,352,438,455,370,223,46
156,Hard Armor,"A living suit of
armor that attacks
enemies with a
bone-jarring tackle.",Uranus,Sun,3,Warrior,Earth,300,1200,20060230,30,0,0,0,0,0,0,0,0,0,0,0,0,0,156,273,391,595,306,145,42
157,Firegrass,"A fire-breathing
plant found growing
near volcanoes.",Mars,Moon,2,Plant,Earth,700,600,53293545,30,0,0,0,0,0,0,0,0,0,0,1,0,0,157,204,537,507,524,607,52
158,Man Eater,"Man-eating plant
with poison feelers
for attacking
enemies.",Jupiter,Uranus,2,Plant,Earth,800,600,93553943,30,0,0,0,0,0,0,0,0,0,0,0,0,0,158,386,514,473,515,612,50
159,Dig Beak,"Coiling its
serpent-like body,
this creature spins
and attacks with
its snapping beak.",Jupiter,Pluto,2,Beast,Earth,500,800,29948642,30,0,0,0,0,0,0,0,0,0,0,0,0,0,159,150,522,561,468,213,50
160,M-warrior #1,"Specializing in
combination attacks,
this warrior uses
magnetism to block
an enemy's escape.",Uranus,Moon,3,Warrior,Earth,1000,500,56342351,30,0,0,0,0,0,0,0,0,0,0,0,0,0,160,443,449,390,541,165,46
161,M-warrior #2,"Specializing in
combination attacks,
this warrior is
equipped with a
tough, magnetically
coated armor.",Uranus,Venus,3,Warrior,Earth,500,1000,92731455,30,0,0,0,0,0,0,0,0,0,0,0,0,0,161,444,450,560,378,166,46
162,Tainted Wisdom,"A parasite brain
that preys
on the knowledge
and intelligence
of its opponents.",Moon,Mercury,3,Fiend,Dark,1250,800,28725004,55,0,0,0,0,0,0,0,0,1,0,0,0,0,162,604,343,278,437,325,41
163,Lisark,"An unusual creature
with sapphire eyes
that creates visions
to confuse the enemy.",Saturn,Pluto,4,Beast,Earth,1300,1300,55210709,120,0,0,0,0,0,1,0,0,0,0,0,0,0,163,365,303,255,240,225,40
164,Lord of Zemia,"A vile entity that
deceives enemies
into walking a path
of destruction.",Mercury,Uranus,4,Fiend,Dark,1300,1000,81618817,80,0,0,1,0,0,0,0,0,0,0,0,0,0,164,370,324,267,340,304,40
165,The Judgement Hand,"The hand of final
judgment is capable
of intense attacks
against the enemy.",Sun,Venus,3,Warrior,Earth,1400,700,28003512,60,0,0,0,0,0,0,0,0,0,0,0,0,0,165,620,295,232,471,183,38
166,Mysterious Puppeteer,"A puppet master that
manipulates enemies
during battle.",Uranus,Mercury,4,Warrior,Earth,1000,1500,54098121,100,0,0,0,0,0,0,0,0,0,0,0,0,0,166,445,245,363,182,167,36
167,Ancient Jar,"A fragile jar from
the past containing
a mysterious
creature.",Uranus,Neptune,1,Rock,Earth,400,200,81492226,15,0,0,0,0,0,0,0,1,0,0,0,0,0,167,16,599,591,612,577,58
168,Darkfire Dragon,"Scorching flames
that wipe out
enemies in the blink
of an eye.",Mars,Venus,4,Dragon,Dark,1500,1250,17881964,140,0,0,0,1,0,0,0,0,0,0,1,0,0,168,142,227,190,260,9,36
169,Dark King of the Abyss,"King of the
netherworld. It's
said that he once
had the power to
rule over the Dark.",Mercury,Pluto,3,Fiend,Dark,1200,800,53375573,55,0,0,1,0,0,0,0,0,0,0,0,0,0,169,133,381,322,438,284,42
170,Spirit of the Harp,"A spirit that
soothes the soul
with the music of
its glorious harp.",Sun,Mars,4,Fairy,Light,800,2000,80770678,160,0,0,0,0,0,0,0,0,0,0,0,0,0,170,578,99,444,68,361,23
171,Big Eye,"This creature is
covered with
hypnotic eyes
for mesmerizing
its enemies.",Venus,Neptune,4,Fiend,Dark,1200,1000,16768387,70,0,0,0,0,0,0,0,0,0,0,0,0,0,171,61,352,299,343,275,42
172,Armaill,"A strange warrior
who manipulates
three fearsome
blades with
both hands and
its tail.",Mars,Mercury,3,Warrior,Earth,700,1300,53153481,55,0,0,0,0,0,0,0,0,0,0,1,0,0,172,30,332,495,254,121,40
173,Dark Prisoner,"This creature
manipulates light
to eliminate
all traces of
its appearance.",Mercury,Neptune,3,Fiend,Dark,600,1000,89558090,35,0,0,1,0,0,0,0,0,0,0,0,0,0,173,137,446,529,376,285,46
174,Hurricail,"A twister
that runs rampant
in the wastelands,
cutting its enemies
with blades of wind.",Saturn,Neptune,2,Spellcaster,Wind,900,200,15042735,25,0,0,0,0,0,0,0,0,0,0,0,0,0,174,297,497,435,610,51,48
175,Ancient Brain,"Exiled from reality,
this creature is
adept at fighting
in the dark.",Mercury,Moon,3,Fiend,Dark,1000,700,42431843,40,1,0,1,0,0,0,0,0,0,0,0,0,0,175,14,443,387,480,272,46
176,Fire Eye,"A winged eye
enveloped in flames
that attacks enemies
with fire.",Mars,Saturn,2,Pyro,Fire,800,600,88435542,30,0,0,0,0,0,0,0,0,0,0,1,0,0,176,201,509,471,513,570,50
177,Monsturtle,"A vicious turtle
with a spiked shell.",Neptune,Mercury,3,Aqua,Water,800,1000,15820147,45,0,1,0,0,0,0,0,0,0,0,0,1,0,177,431,440,457,372,537,46
178,Claw Reacher,"Stretching arms and
razor-sharp claws
make this monster a
formidable opponent.",Mercury,Mars,3,Fiend,Dark,1000,800,41218256,45,0,0,1,0,0,0,0,0,0,0,0,0,0,178,96,435,384,447,280,46
179,Phantom Dewan,"A wizard
that freezes an
enemy's movement 
with a single curse.",Mercury,Jupiter,2,Spellcaster,Dark,700,600,77603950,30,0,0,1,0,0,0,0,0,0,0,0,0,0,179,490,544,512,529,73,52
180,Arlownay,"A maiden
in the flower
blossoms spreads
poisonous pollen
against opponents.",Jupiter,Neptune,3,Plant,Earth,800,1000,14708569,45,0,0,0,0,0,0,1,0,0,0,0,0,0,180,28,434,454,369,602,46
181,Dark Shade,"Emits a dazzling
light from its
crystal to blind
its enemies.",Saturn,Mars,3,Fiend,Wind,1000,1000,40196604,55,0,0,0,0,0,0,0,0,0,0,0,0,0,181,139,420,374,360,286,46
182,Masked Clown,"A dancing warrior
that makes mincemeat
out of opponents
with a sharp scythe.",Mercury,Saturn,2,Warrior,Dark,500,700,77581312,25,0,0,1,0,0,0,0,0,0,0,0,0,0,182,394,554,565,507,159,52
183,Lucky Trinket,"A thin and reedy
creature protected
by sacred power.",Sun,Jupiter,2,Spellcaster,Light,600,800,3985011,30,0,0,0,0,0,0,0,0,0,1,0,0,0,183,371,512,535,465,61,50
184,Genin,"Uses amazing
sleight-of-hand
to fool and destroy
its enemies.",Venus,Sun,3,Spellcaster,Light,600,900,49370026,30,0,0,0,0,0,0,0,0,0,0,0,0,0,184,235,487,531,420,50,48
185,Eyearmor,"This warrior
confuses and
destroys enemies
by adopting
their images.",Uranus,Mars,2,Warrior,Earth,600,500,64511793,25,0,0,0,0,0,0,0,0,0,0,0,0,0,185,187,566,548,558,136,54
186,Fiend Refrection #2,"A bird-beast
that summons
reinforcements
with a hand mirror.",Venus,Mars,4,Winged Beast,Light,1100,1400,2863439,100,0,0,0,0,0,0,0,0,0,0,0,0,0,186,196,284,334,216,254,38
187,Gate Deeg,"A creature
with an abdominal
portal used for
summoning monsters
from the netherworld.",Moon,Mars,3,Beast,Dark,700,800,49258578,30,0,0,0,0,0,0,0,0,1,0,0,0,0,187,230,504,502,462,219,50
188,Synchar,"An ugly creature
with two heads and a
mouth for blasting
laser beams.",Jupiter,Sun,3,Beast,Earth,800,900,75646173,40,0,0,0,0,0,0,0,0,0,0,0,0,1,188,603,473,466,414,241,48
189,Fusionist,"A monstrous cat with
wings and a long,
striking tail.",Jupiter,Moon,3,Beast,Earth,900,700,1641882,35,1,0,0,0,0,1,0,0,0,0,0,0,1,189,221,477,422,486,217,48
190,Akakieisu,"A wizard
whose incantations
numb the senses of
opposing monsters.",Mercury,Uranus,3,Spellcaster,Dark,1000,800,38035986,45,0,0,1,0,0,0,0,0,0,0,0,0,0,190,8,432,383,446,33,46
191,LaLa Li-oon,"Protected by thunder,
this dangerous cloud
attacks its enemies
with acid rain.",Pluto,Moon,2,Thunder,Wind,600,600,9430387,25,0,0,0,0,0,0,0,0,0,0,0,0,0,191,349,562,544,536,498,54
192,Key Mace,"A small angel
whose cuteness
melts the hearts
of its enemies.",Sun,Saturn,1,Fairy,Light,400,300,1929294,15,0,0,0,0,0,0,1,0,0,1,0,0,0,192,330,596,589,595,351,58
193,Turtle Tiger,"A tiger encased in a
protective shell
that attacks its
enemies with its
razor-sharp fangs.",Neptune,Saturn,4,Aqua,Water,1000,1500,37313348,100,0,1,0,0,0,0,0,0,0,0,0,1,0,193,650,247,364,183,553,36
194,Terra the Terrible,"Know as a dweller
of the swamps,
this creature is a
minion of the Dark
forces.",Moon,Jupiter,4,Fiend,Dark,1200,1300,63308047,100,0,0,0,0,0,0,0,0,1,0,0,0,0,194,612,308,295,243,326,40
195,Doron,"An unpredictable
creature that splits
into two and attacks
an enemy from
opposite directions.",Neptune,Moon,2,Warrior,Earth,900,500,756652,30,0,1,0,0,0,0,0,0,0,0,0,0,0,195,158,492,430,546,131,48
196,Arma Knight,"An ammonite warrior
that has protected
the seas from the
dawn of time.",Neptune,Venus,4,Aqua,Water,1000,1200,36151751,70,0,1,0,0,0,0,0,0,0,0,0,0,0,196,29,351,368,295,511,42
197,Mech Mole Zombie,"A creature of the
night that attacks
enemies with its 
rocket-powered arms.",Moon,Saturn,2,Zombie,Dark,500,400,63545455,20,0,0,0,0,0,0,0,0,0,0,0,0,0,197,399,583,572,579,105,56
198,Happy Lover,"A little angel
that fires beams
of happiness
from the heart jewel
on its forehead.",Sun,Uranus,2,Fairy,Light,800,500,99030164,30,1,0,0,0,0,1,0,0,0,0,0,0,0,198,272,523,480,548,347,50
199,Penguin Knight,"A penguin-like
creature that slides
on its belly
to deliver a blow
with its
outstretched sword.",Uranus,Mercury,3,Aqua,Water,900,800,36039163,40,0,1,0,0,0,0,0,0,0,0,0,0,0,199,483,470,417,455,541,48
200,Petit Dragon,"A very small dragon
known for its
vicious attacks.",Saturn,Sun,2,Dragon,Wind,600,700,75356564,30,0,0,0,1,0,0,0,0,0,0,0,0,0,200,488,543,540,503,21,52
201,Frenzied Panda,"A savage beast
that carries
a big bamboo stick
for beating down
its enemies.",Jupiter,Venus,4,Beast,Earth,1200,1000,98818516,70,0,0,0,0,0,0,0,0,0,0,0,0,1,201,218,355,302,346,216,42
202,Air Marmot of Nefariousness,"A horned beaver
with wings that
throws high-velocity
acorns from the
sky with uncanny
accuracy.",Moon,Uranus,2,Beast,Earth,400,600,75889523,20,0,0,0,0,0,0,0,0,1,0,0,0,1,202,7,570,581,539,207,54
203,Phantom Ghost,"Malicious spirits
that walk the world
of the living,
unable to find their
final resting place.",Moon,Pluto,2,Zombie,Dark,600,800,61201220,30,0,0,0,0,0,0,0,0,0,0,0,0,0,203,491,519,537,467,106,50
204,Mabarrel,"A cannon-like
monster that rapidly
fires eyeballs
at the enemy.",Moon,Neptune,5,Fiend,Dark,1700,1400,98795934,230,0,0,0,0,0,0,0,0,0,0,0,0,0,204,373,172,136,194,305,30
205,Dorover,"An ugly, melting
creature that
breathes out
poison gas.",Neptune,Sun,3,Aqua,Water,900,800,24194033,40,0,1,0,0,0,0,0,0,0,0,0,0,0,205,159,464,413,451,519,48
206,Twin Long Rods #1,"This creature swings
its whip-like arms
for mid-range
attacks against
enemies.",Moon,Mercury,3,Aqua,Water,900,700,60589682,35,0,1,0,0,0,0,0,0,0,0,0,0,0,206,652,481,424,488,555,48
207,Droll Bird,"With a battle cry
that curdles
the blood of
its opponent,
this creature
attacks with its
massive beak.",Saturn,Moon,2,Winged Beast,Wind,600,500,97973387,25,0,0,0,0,0,0,0,0,0,0,0,0,0,207,168,565,547,557,251,54
208,Petit Angel,"A quick-moving and
tiny angel that's
very difficult
to hit.",Sun,Pluto,3,Fairy,Light,600,900,38142739,30,1,0,0,0,0,0,0,0,0,1,0,0,0,208,487,490,533,422,357,48
209,Winged Cleaver,"This creature
attacks by swinging
around its
sickle-like arms.",Jupiter,Mercury,2,Insect,Earth,700,700,39175982,30,0,0,0,0,0,0,0,0,0,0,0,0,0,209,692,535,506,500,401,52
210,Hinotama Soul,"An intensely hot
flame creature that
rams anything that
stands in its way.",Mars,Uranus,2,Pyro,Fire,600,500,96851799,25,0,0,0,0,0,0,0,0,0,0,1,0,0,210,283,567,549,559,574,54
211,Kaminarikozou,"This creature stores
lightning within its
body to deliver
electrifying attacks.",Pluto,Venus,2,Thunder,Wind,700,600,15510988,30,0,0,0,0,0,0,0,0,0,0,0,0,0,211,322,540,509,526,497,52
212,Meotoko,"A huge monster with
a single eye that
fires an intence
beam.",Moon,Mars,2,Beast,Earth,700,600,53832650,30,0,0,0,0,0,0,0,0,1,0,0,0,0,212,410,541,510,527,228,52
213,Aqua Madoor,"A wizard of the
waters that conjures
a liquid wall to
crush any enemies
that oppose him.",Neptune,Mercury,4,Spellcaster,Water,1200,2000,85639257,260,0,1,0,0,0,0,0,0,0,0,0,0,0,213,26,94,281,64,37,23
214,Kagemusha of the Blue Flame,"Serves as a double
for the ruler of the
Blue Flame. A master
swordsman that
wields a fine blade.",Mars,Sun,2,Warrior,Earth,800,400,15401633,25,0,0,0,0,0,0,0,0,0,0,1,0,0,214,316,524,481,571,152,50
215,Flame Ghost,"A fiery spirit
that burns anything
in its path.",Mars,Pluto,3,Zombie,Dark,1000,800,58528964,45,0,0,0,0,0,0,0,0,0,0,1,0,0,215,208,436,385,448,100,46
216,Dryad,"A spirit of the
forest protected by
the surrounding
plant life.",Jupiter,Uranus,4,Spellcaster,Earth,1200,1400,84916669,120,0,0,0,0,0,0,1,0,0,0,0,0,0,216,170,272,288,209,44,38
217,B. Skull Dragon,"A very rare creature
created from the
fusion of an
uncommon beast and
a vicious dragon.",Moon,Jupiter,9,Dragon,Dark,3200,2500,11901678,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,217,39,5,5,9,2,4
218,Two-mouth Darkruler,"A dinosaur with two
crushing jaws.
Stores electricity
in its horn and
releases high
voltage bolts
from the mouth
on its back.",Moon,Saturn,3,Dinosaur,Earth,900,700,57305373,35,0,0,0,0,0,0,0,0,1,0,0,0,0,218,656,482,425,489,413,48
219,Solitude,"A beast-warrior that
swings a massive
scythe that draws on
the spirit of its
enemies to deliver
devastating blows.",Moon,Uranus,3,Beast-Warrior,Earth,1050,1000,84794011,55,0,0,0,0,0,0,0,0,1,0,0,0,0,219,569,418,360,359,205,45
220,Masked Sorcerer,"A mysterious wizard
whose face remains
forever hidden
behind a strange
mask.",Mercury,Neptune,4,Spellcaster,Dark,900,1400,10189126,80,0,0,1,0,0,0,0,0,0,0,0,0,0,220,395,289,404,219,67,38
221,Kumootoko,"A massive,
intelligent spider
that traps its
enemies with webbing.",Jupiter,Pluto,3,Insect,Earth,700,1400,56283725,60,0,0,0,0,0,0,0,0,0,0,0,0,0,221,339,292,492,221,389,38
222,Midnight Fiend,"A winged creature
rumored to appear
at midnight.",Moon,Neptune,2,Fiend,Dark,800,600,83678433,30,0,0,0,0,0,0,0,0,1,0,0,0,0,222,418,517,476,518,311,50
223,Roaring Ocean Snake,"A massive
sea serpent that
creates tidal waves
to wipe out
its enemies.",Neptune,Mars,6,Aqua,Water,2100,1800,19066538,550,0,0,0,0,0,0,0,0,0,0,0,0,0,223,525,68,54,95,544,21
224,Trap Master,"A warrior that
excels in laying
traps such as a
bottomless pit, for
eternally ensnaring
opponents.",Mercury,Moon,3,Warrior,Earth,500,1100,46461247,35,0,0,1,0,0,0,0,0,0,0,0,0,0,224,641,417,559,322,185,44
225,Fiend Sword,"Few have escaped
the curse of this
creature. Those that
have done so have
gained untold power.",Moon,Mercury,4,Warrior,Dark,1400,800,22855882,70,0,0,0,0,0,0,0,0,0,0,0,0,0,225,197,291,231,433,137,38
226,Skull Stalker,"Swift and vicious,
this monster grabs
its victim with its
pincers and attacks
the captive with its
poison stinger.",Moon,Mars,3,Warrior,Dark,900,800,54844990,40,0,0,0,0,0,0,0,0,0,0,0,0,0,226,563,472,419,457,175,48
227,Hitodenchak,"A vicious starfish
that spits acid
to melt away
its enemies.",Neptune,Mars,2,Aqua,Water,600,700,46718686,30,0,1,0,0,0,0,0,0,0,0,0,0,0,227,285,538,539,502,530,52
228,Wood Remains,"A zombie that rose
from the remains of
the woodland ruler.",Jupiter,Neptune,3,Zombie,Dark,1000,900,17733394,50,0,0,0,0,0,0,0,0,0,0,0,0,0,228,704,430,381,405,117,46
229,Hourglass of Life,"A creature
that allows power
to be gained
at the cost of life.",Sun,Neptune,2,Fairy,Light,700,600,8783685,30,1,0,0,0,0,1,0,0,0,1,0,0,0,229,293,539,508,525,350,52
230,Rare Fish,"An unusual and
ferocious fish with
the head of a beast.",Neptune,Jupiter,4,Fish,Water,1500,1200,80516007,140,0,0,0,0,0,0,0,0,0,0,0,0,0,230,512,238,197,276,439,36
231,Wood Clown,"An unpleasantly
smiling creature
that wields a scythe
to avoid enemy blows.",Mercury,Mars,3,Warrior,Earth,800,1200,17511156,55,0,0,1,0,0,0,0,0,0,0,0,0,0,231,703,388,452,305,191,42
232,Madjinn Gunn,"A living weapon that
fires projectiles
from its mouth.",Moon,Jupiter,2,Fiend,Dark,600,800,43905751,30,0,0,0,0,0,0,0,0,1,0,0,0,0,232,377,513,536,466,306,50
233,Dark Titan of Terror,"A spirit said to
dwell in the world
of dreams.
Attacks enemies
in their sleep.",Mercury,Jupiter,4,Fiend,Dark,1300,1100,89494469,120,0,0,1,0,0,0,0,0,0,0,0,0,0,233,140,313,259,312,287,40
234,Beautiful Headhuntress,"A lovely swordmaster
with some very
agile moves.",Mercury,Saturn,4,Warrior,Earth,1600,800,16899564,120,0,0,1,0,0,0,1,0,0,0,0,0,0,234,57,211,172,428,126,33
235,Wodan the Resident of the Forest,"A warrior that has
long resided in the
forest and enjoys
the protection
of Mother Nature.",Jupiter,Sun,3,Warrior,Earth,900,1200,42883273,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,235,701,378,408,301,190,42
236,Guardian of the Labyrinth,"A warrior that
guards the entrance
to the netherworld.",Pluto,Mercury,4,Warrior,Earth,1000,1200,89272878,70,0,0,1,0,0,0,0,0,0,0,0,0,0,236,265,357,369,296,144,42
